emp_length,state,homeownership,annual_income,debt_to_income,delinq_2y,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,total_collection_amount_ever,accounts_opened_24m,num_satisfactory_accounts,num_accounts_120d_past_due,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,public_record_bankrupt,loan_amount,term,interest_rate,installment,loan_status,balance,paid_total,credit_line_utilization,credit_utilization,num_accounts_past_due,cc_utilization,delinquent_history,credit_duration,has_credit_inquiries_last_12m,has_collection_accounts,has_accounts_opened_24m,has_bankrupt_history,has_past_due_accounts,debt_limit_exceded,is_bad_loan,is_homeowner
2.0,FL,RENT,58000.0,14.66,0,2014,2,15,9,101890,43411,0,7,9,0.0,0,1,36600,7,6,3,0,100.0,0,16000,60,9.93,339.41,Current,14947.68,1688.22,60.0,42.61,0.0,85.71,True,7,True,False,True,False,False,False,0,False
10.0,AL,MORTGAGE,55000.0,29.58,0,1996,0,30,14,245213,27408,0,3,14,0.0,0,3,22300,14,7,6,4,93.3,0,15600,36,6.08,475.15,Current,13599.28,2370.48,46.67,11.18,0.0,50.0,True,25,False,False,True,False,False,False,0,True
5.0,CA,RENT,95000.0,13.49,1,1999,2,18,9,66559,47029,826,8,9,0.0,0,1,2100,13,7,6,0,83.3,0,10000,36,10.42,324.65,Current,9036.27,1287.02,50.0,70.66,0.0,53.85,False,22,True,True,True,False,False,True,0,False
0.0,PA,MORTGAGE,65000.0,29.36,7,2000,0,14,12,86480,66933,0,0,12,0.0,0,3,34900,4,3,3,0,50.0,0,30000,36,17.47,1076.62,Current,28052.31,3200.74,85.71,77.4,0.0,75.0,False,21,False,False,False,False,False,False,0,True
4.0,CA,RENT,250000.0,1.12,0,2000,0,12,9,27800,5459,0,3,9,0.0,0,5,20200,10,8,6,0,100.0,0,30000,36,10.9,980.75,Current,28577.07,1925.17,75.0,19.64,0.0,80.0,True,21,False,False,True,False,False,True,0,False
10.0,CO,MORTGAGE,55200.0,18.67,0,2000,0,25,12,206967,57403,0,4,12,0.0,0,3,26400,9,4,3,5,100.0,0,16000,36,6.08,487.34,Current,13947.94,2425.89,48.0,27.74,0.0,44.44,True,21,False,False,True,False,False,False,0,True
10.0,NY,RENT,42000.0,25.23,1,1999,1,23,9,55732,29882,0,5,9,0.0,0,1,11500,15,7,2,0,95.7,0,20000,36,12.61,670.13,Current,18605.56,1982.37,39.13,53.62,0.0,46.67,False,22,True,False,True,False,False,True,0,False
4.0,FL,OWN,60000.0,26.88,0,2010,2,55,23,350266,76834,193,10,23,0.0,0,5,30600,22,19,6,2,100.0,0,15000,36,18.06,542.74,Current,13703.13,2246.21,41.82,21.94,0.0,86.36,True,11,True,True,True,False,False,False,0,True
10.0,MO,MORTGAGE,120000.0,21.45,0,1999,0,34,10,179741,165182,0,8,10,0.0,0,3,28500,20,8,6,6,100.0,0,16000,60,13.59,368.9,Current,15040.0,1832.42,29.41,91.9,0.0,40.0,True,22,False,False,True,False,False,False,0,True
4.0,CA,MORTGAGE,63000.0,15.3,0,2002,3,22,11,33048,20366,0,9,11,0.0,0,2,2300,14,9,8,0,100.0,1,10000,36,16.02,351.67,In Grace Period,9336.71,1032.76,50.0,61.63,0.0,64.29,True,19,True,False,True,True,False,True,1,True
10.0,NY,MORTGAGE,155000.0,16.13,0,2005,2,33,12,294645,96202,0,11,12,0.0,0,1,24500,13,4,2,2,100.0,0,25000,36,9.93,805.86,Current,22574.16,3209.65,36.36,32.65,0.0,30.77,True,16,True,False,True,False,False,True,0,True
1.0,MA,RENT,40000.0,2.91,0,2014,2,6,4,15800,2523,0,4,4,0.0,0,2,13800,6,4,3,0,100.0,0,12000,36,9.92,386.76,Current,11130.17,1153.67,66.67,15.97,0.0,66.67,True,7,True,False,True,False,False,False,0,False
3.0,TN,RENT,42500.0,18.55,0,2010,1,7,6,41886,27474,0,1,6,0.0,0,2,5800,3,3,3,0,100.0,0,6000,36,7.35,186.23,Current,5243.39,928.7,85.71,65.59,0.0,100.0,True,11,True,False,True,False,False,True,0,False
10.0,NJ,OWN,230000.0,9.19,0,1998,2,20,8,441037,53298,0,6,8,0.0,0,3,38500,12,4,3,3,72.2,0,12000,36,10.91,392.36,Current,10851.41,1562.17,40.0,12.08,0.0,33.33,True,23,True,False,True,False,False,False,0,True
4.0,LA,MORTGAGE,75000.0,8.46,0,2008,1,24,18,293947,164954,0,4,18,0.0,0,2,12300,2,2,2,1,100.0,0,10000,60,13.59,230.57,Current,9522.69,903.4,75.0,56.12,0.0,100.0,True,13,True,False,True,False,False,False,0,True
0.0,OH,MORTGAGE,24000.0,9.8,0,2000,0,7,6,15100,5929,0,3,6,0.0,0,3,11000,7,6,4,0,100.0,1,20000,36,14.07,684.24,Current,18634.9,2037.09,85.71,39.26,0.0,85.71,True,21,False,False,True,True,False,True,0,True
1.0,MA,RENT,110000.0,11.62,3,2006,6,15,6,50939,19887,0,1,6,0.0,0,3,12700,8,4,3,2,90.9,0,8500,36,7.34,263.78,Current,7860.74,787.87,40.0,39.04,0.0,50.0,False,15,True,False,True,False,False,False,0,False
10.0,WV,OWN,172000.0,24.31,0,2003,1,32,17,764559,110739,0,7,17,0.0,0,6,45200,12,11,8,4,100.0,0,36000,60,15.05,857.39,Current,34345.64,3399.46,53.12,14.48,0.0,91.67,True,18,True,False,True,False,False,False,0,True
10.0,GA,RENT,145000.0,14.66,0,2003,0,29,11,206996,61746,0,4,11,0.0,0,4,11000,10,5,4,3,72.4,0,40000,36,6.72,1229.97,Current,35942.19,4890.01,37.93,29.83,0.0,50.0,True,18,False,False,True,False,False,True,0,False
4.0,CA,MORTGAGE,85000.0,22.73,0,1989,1,16,9,428429,69424,0,7,9,0.0,0,3,37800,5,4,3,3,100.0,0,9000,36,16.01,316.46,Current,8402.95,941.38,56.25,16.2,0.0,80.0,True,32,True,False,True,False,False,False,0,True
10.0,PA,RENT,42000.0,9.91,0,1996,0,21,10,50600,11048,0,2,10,0.0,0,5,46500,18,10,7,0,95.2,0,7200,36,7.34,223.44,Current,6840.1,443.94,47.62,21.83,0.0,55.56,True,25,False,False,True,False,False,False,0,False
3.0,WI,RENT,36000.0,29.47,0,2004,4,11,5,46680,44111,0,4,5,0.0,0,1,4500,7,3,2,0,100.0,1,6100,36,23.88,238.94,Current,5615.58,939.57,45.45,94.5,0.0,42.86,True,17,True,False,True,True,False,True,0,False
10.0,IN,OWN,37000.0,4.25,0,2005,0,12,7,19900,4154,0,2,7,0.0,0,1,12600,12,7,2,0,100.0,0,10000,36,6.72,307.5,Current,8985.52,1226.27,58.33,20.87,0.0,58.33,True,16,False,False,True,False,False,False,0,True
1.0,CA,OWN,45000.0,16.97,0,2014,3,11,8,56393,20877,0,9,8,0.0,0,6,42200,8,6,6,0,100.0,0,25000,36,21.45,947.67,Current,22942.47,3731.1,72.73,37.02,0.0,75.0,True,7,True,False,True,False,False,False,0,True
10.0,OH,MORTGAGE,40000.0,19.44,0,2000,1,26,13,38688,17445,148,10,13,0.0,0,2,11800,18,11,8,1,100.0,1,16000,60,25.82,477.35,Fully Paid,0.0,16047.9689333335,50.0,45.09,0.0,61.11,True,21,True,True,True,True,False,True,0,True
2.0,CA,RENT,182000.0,6.06,1,2005,2,27,9,56000,34611,0,0,9,0.0,0,4,51200,23,9,5,0,85.2,0,32000,60,14.08,745.92,Current,29785.98,4165.75,33.33,61.81,0.0,39.13,False,16,True,False,False,False,False,False,0,False
3.0,CA,RENT,51000.0,17.25,0,1994,1,12,8,52441,38608,0,7,8,0.0,0,4,20300,8,6,4,1,100.0,1,12000,36,15.05,416.28,Fully Paid,0.0,12006.5250000002,66.67,73.62,0.0,75.0,True,27,True,False,True,True,False,False,0,False
10.0,MI,RENT,45000.0,23.33,0,1997,0,38,19,85062,27762,0,5,19,0.0,0,4,31900,30,17,14,0,100.0,0,10000,36,9.44,320.05,Current,9023.01,1274.96,50.0,32.64,0.0,56.67,True,24,False,False,True,False,False,False,0,False
2.0,NY,MORTGAGE,31200.0,33.19,0,2007,2,18,9,40580,30433,0,4,9,0.0,0,3,3700,8,6,5,0,58.8,0,2200,36,17.09,78.54,Current,2007.09,304.76,50.0,75.0,0.0,75.0,True,14,True,False,True,False,False,False,0,True
1.0,IL,RENT,27278.0,19.93,0,2006,1,13,9,33085,21669,0,3,9,0.0,0,3,6300,5,4,4,0,100.0,0,4800,36,16.01,168.78,Current,4481.56,512.75,69.23,65.49,0.0,80.0,True,15,True,False,True,False,False,False,0,False
10.0,GA,MORTGAGE,75000.0,15.31,0,2001,2,32,23,88855,28400,0,4,23,0.0,0,1,15400,24,22,2,2,100.0,1,35000,60,10.9,759.25,Current,33663.94,2235.36,71.88,31.96,0.0,91.67,True,20,True,False,True,True,False,True,0,True
5.0,KS,RENT,100000.0,22.88,0,1991,2,19,9,96081,49906,0,2,9,0.0,0,3,26000,11,6,6,0,89.5,0,35000,36,12.62,1172.9,Current,30890.38,5839.96,47.37,51.94,0.0,54.55,True,30,True,False,True,False,False,True,0,False
10.0,NY,MORTGAGE,66000.0,6.11,0,2006,3,6,4,246436,13900,0,3,4,0.0,0,1,4300,3,2,1,1,100.0,0,2400,36,10.41,77.91,Current,2227.24,230.95,66.67,5.64,0.0,66.67,True,15,True,False,True,False,False,False,0,True
2.0,OH,RENT,89000.0,18.65,0,2001,0,20,10,114770,52475,0,4,10,0.0,0,4,46100,8,7,5,3,95.0,0,19600,36,5.32,590.25,Current,17060.8,2945.46,50.0,45.72,0.0,87.5,True,20,False,False,True,False,False,False,0,False
3.0,MA,MORTGAGE,50000.0,27.08,0,2005,2,20,11,288973,46068,0,7,11,0.0,0,1,17300,10,7,2,2,95.0,1,26000,60,21.85,715.88,Current,25259.29,2084.52,55.0,15.94,0.0,70.0,True,16,True,False,True,True,False,True,0,True
6.0,MD,MORTGAGE,99000.0,11.73,0,2005,3,22,12,53203,27819,0,3,12,0.0,0,8,27300,13,10,10,1,100.0,1,12000,60,18.06,305.12,Current,11358.38,1495.5,54.55,52.29,0.0,76.92,True,16,True,False,True,True,False,False,0,True
0.0,AR,RENT,150000.0,7.82,0,2003,2,62,22,381481,93341,0,6,22,0.0,0,1,39900,28,18,3,3,100.0,0,13000,36,5.32,391.5,Current,11655.63,1562.16,35.48,24.47,0.0,64.29,True,18,True,False,True,False,False,False,0,False
3.0,NY,RENT,57000.0,18.88,0,2009,3,35,22,97124,68759,0,5,22,0.0,0,2,25700,12,9,4,0,97.1,0,11750,60,17.09,292.59,Current,11238.19,1175.76,62.86,70.8,0.0,75.0,True,12,True,False,True,False,False,False,0,False
10.0,NY,MORTGAGE,99000.0,20.78,0,2000,1,28,13,415771,57617,0,2,13,0.0,0,4,20700,18,8,6,2,100.0,0,30000,60,9.93,636.38,Current,28825.95,1974.27,46.43,13.86,0.0,44.44,True,21,True,False,True,False,False,True,0,True
6.0,MS,RENT,44000.0,19.42,0,1998,1,12,6,63963,39654,0,2,6,0.0,0,1,15300,3,3,1,0,100.0,0,7000,36,6.08,213.21,Current,6283.6,850.48,50.0,62.0,0.0,100.0,True,23,True,False,True,False,False,False,0,False
4.0,VA,RENT,97000.0,0.33,0,2008,2,11,6,25854,11195,0,6,6,0.0,0,1,13000,8,3,1,0,81.8,0,35000,36,16.01,1230.67,Current,32678.16,3629.75,54.55,43.3,0.0,37.5,True,13,True,False,True,False,False,True,0,False
10.0,IL,MORTGAGE,30000.0,8.56,0,1989,0,8,3,22300,10709,0,0,3,0.0,0,3,22300,4,3,3,0,100.0,1,10000,60,13.59,230.57,Current,9522.69,914.73,37.5,48.02,0.0,75.0,True,32,False,False,False,True,False,False,0,True
5.0,CA,MORTGAGE,115000.0,12.89,0,1986,2,32,12,527790,88149,0,2,12,0.0,0,0,0,7,2,0,1,64.5,0,40000,60,15.04,952.44,Current,38629.65,2823.9,37.5,16.7,0.0,28.57,True,35,True,False,True,False,False,True,0,True
2.0,IL,MORTGAGE,80000.0,9.92,0,2003,3,29,11,322553,20241,0,9,11,0.0,0,3,25100,17,9,5,7,92.9,0,12000,36,6.71,368.94,Current,11089.41,1102.35,37.93,6.28,0.0,52.94,True,18,True,False,True,False,False,False,0,True
0.0,OR,RENT,15000.0,7.2,0,2014,0,4,4,13800,13570,0,1,4,0.0,0,2,800,3,3,3,0,100.0,0,16000,36,17.47,574.2,Current,14961.22,1753.66,100.0,98.33,0.0,100.0,True,7,False,False,True,False,False,True,0,False
7.0,FL,MORTGAGE,60000.0,27.06,0,2004,2,23,13,94036,44347,0,4,13,0.0,0,3,17400,16,10,5,0,95.7,1,10000,36,11.99,332.1,Current,8815.65,1703.8,56.52,47.16,0.0,62.5,True,17,True,False,True,True,False,False,0,True
0.0,CA,RENT,50000.0,13.3,4,2008,1,21,13,31300,15584,0,1,13,0.0,0,5,16100,15,10,6,0,68.4,0,10000,36,13.59,339.79,Current,9078.33,1351.61,61.9,49.79,0.0,66.67,False,13,True,False,True,False,False,False,0,False
9.0,IN,MORTGAGE,91000.0,24.99,0,2002,9,44,23,307277,105205,0,8,23,0.0,0,5,60500,24,16,7,1,100.0,0,15000,36,7.35,465.57,Current,12832.7,2593.88,52.27,34.24,0.0,66.67,True,19,True,False,True,False,False,False,0,True
10.0,MN,MORTGAGE,75000.0,0.54,0,2006,4,17,7,253569,42,200,6,7,0.0,0,3,35100,8,6,3,1,70.6,0,24000,60,10.42,514.91,Current,22440.6,2539.82,41.18,0.02,0.0,75.0,True,15,True,True,True,False,False,False,0,True
10.0,CA,MORTGAGE,182000.0,16.72,0,2003,0,14,7,604303,78003,0,1,7,0.0,0,2,25500,6,3,2,2,84.6,0,40000,36,7.97,1252.91,Current,36011.51,4976.22,50.0,12.91,0.0,50.0,True,18,False,False,True,False,False,True,0,True
4.0,NC,MORTGAGE,121500.0,39.34,0,1998,0,15,13,249000,145985,0,3,13,0.0,0,4,50400,11,10,7,1,100.0,0,32175,36,12.61,1078.07,Current,29931.7,3189.13,86.67,58.63,0.0,90.91,True,23,False,False,True,False,False,False,0,True
4.0,MS,MORTGAGE,170000.0,14.23,0,1997,1,36,16,296303,95665,0,9,16,0.0,0,5,34600,15,11,7,1,100.0,0,25000,60,9.93,530.32,Current,23355.79,2624.02,44.44,32.29,0.0,73.33,True,24,True,False,True,False,False,False,0,True
2.0,NY,RENT,70000.0,21.79,0,2004,1,17,8,216901,32432,0,0,8,0.0,0,3,16500,6,5,4,3,100.0,0,24000,60,14.07,559.31,Current,23156.46,1640.41,47.06,14.95,0.0,83.33,True,17,True,False,False,False,False,True,0,False
5.0,TX,OWN,60000.0,5.96,0,1994,0,12,5,13217,9799,0,4,5,0.0,0,2,6000,5,4,4,0,75.0,0,15000,60,14.08,349.65,Current,14293.08,1386.87,41.67,74.14,0.0,80.0,True,27,False,False,True,False,False,True,0,True
1.0,NY,MORTGAGE,100000.0,22.49,0,1996,2,39,12,220075,98692,0,6,12,0.0,0,1,36000,13,8,1,3,92.1,0,36000,60,12.62,812.13,Current,33786.28,4035.41,30.77,44.84,0.0,61.54,True,25,True,False,True,False,False,True,0,True
10.0,OR,RENT,68000.0,17.28,0,2013,3,38,31,205036,37791,0,18,31,,0,29,180850,36,30,13,0,100.0,0,20000,60,16.02,486.58,Current,18872.39,2388.4,81.58,18.43,,83.33,True,8,True,False,True,False,False,False,0,False
10.0,TX,MORTGAGE,65000.0,29.38,0,2000,7,26,15,287820,72529,15231,7,15,0.0,0,4,26800,14,11,6,3,92.3,0,30000,60,14.07,699.14,Current,28945.56,2073.97,57.69,25.2,0.0,78.57,True,21,True,True,True,False,False,True,0,True
0.0,NY,MORTGAGE,42500.0,24.57,0,2007,2,21,7,123232,57581,0,4,7,0.0,0,2,3000,14,4,4,2,100.0,0,11000,36,18.06,398.01,Current,1660.07,9814.99,33.33,46.73,0.0,28.57,True,14,True,False,True,False,False,True,0,True
2.0,CA,RENT,52000.0,21.3,0,2007,1,19,9,73249,34442,0,5,9,0.0,0,3,26200,11,7,4,0,94.7,0,15000,60,14.08,349.65,Current,14111.13,1736.52,47.37,47.02,0.0,63.64,True,14,True,False,True,False,False,False,0,False
2.0,GA,RENT,68250.0,8.63,0,1999,0,39,14,98559,90416,336,1,14,0.0,0,5,22200,9,7,5,1,100.0,0,13500,60,16.02,328.44,Current,12895.16,1289.73,35.9,91.74,0.0,77.78,True,22,False,True,True,False,False,False,0,False
3.0,AL,MORTGAGE,55000.0,8.66,0,2014,0,8,6,122838,16537,0,3,6,0.0,0,1,7000,4,4,1,3,100.0,0,10000,60,11.99,222.4,Current,9375.22,1105.34,75.0,13.46,0.0,100.0,True,7,False,False,True,False,False,True,0,True
10.0,FL,OWN,85000.0,26.49,0,1995,0,28,20,117100,53291,0,4,20,0.0,0,9,70400,24,19,10,1,100.0,0,25000,36,6.72,768.74,Fully Paid,0.0,25477.714194151,71.43,45.51,0.0,79.17,True,26,False,False,True,False,False,False,0,True
10.0,MI,MORTGAGE,318000.0,8.37,0,2002,9,8,7,125809,90942,0,3,7,0.0,0,2,7100,4,3,2,0,100.0,1,25000,60,19.03,648.93,Fully Paid,0.0,26813.835028791,87.5,72.29,0.0,75.0,True,19,True,False,True,True,False,True,0,True
7.0,CO,OWN,95000.0,11.33,0,2008,0,9,7,77389,46601,138,3,7,0.0,0,2,37800,7,6,2,0,100.0,0,28000,36,6.71,860.86,Current,25875.28,2572.14,77.78,60.22,0.0,85.71,True,13,False,True,True,False,False,False,0,True
2.0,SC,RENT,71000.0,15.48,0,2005,0,19,10,71270,39261,0,2,10,0.0,0,3,24400,5,4,3,0,100.0,0,10000,36,6.07,304.54,Current,9234.27,920.37,52.63,55.09,0.0,80.0,True,16,False,False,True,False,False,False,0,False
3.0,NC,MORTGAGE,41200.0,16.95,0,2006,0,20,9,191066,47940,0,8,9,0.0,0,2,12000,8,4,2,1,85.0,0,10000,36,7.35,310.38,Current,8488.64,1824.43,45.0,25.09,0.0,50.0,True,15,False,False,True,False,False,False,0,True
0.0,WA,RENT,15000.0,5.87,0,2000,1,23,7,28874,2114,316,3,7,0.0,0,2,18900,13,6,2,0,100.0,0,2500,36,13.59,84.95,Current,2210.33,420.03,30.43,7.32,0.0,46.15,True,21,True,True,True,False,False,False,0,False
0.0,LA,OWN,95000.0,12.42,0,1995,0,20,5,390874,37792,0,1,5,0.0,0,3,27500,6,3,3,2,100.0,0,6500,36,5.31,195.72,Current,5996.91,592.91,25.0,9.67,0.0,50.0,True,26,False,False,True,False,False,False,0,True
9.0,NE,RENT,88000.0,13.04,0,1998,2,41,11,39353,24021,0,4,11,0.0,0,1,3000,31,10,4,1,100.0,0,10000,36,7.97,313.23,Fully Paid,0.0,10220.624445269,26.83,61.04,0.0,32.26,True,23,True,False,True,False,False,True,0,False
10.0,CO,MORTGAGE,65000.0,40.15,0,2003,3,29,17,459836,117216,0,10,17,0.0,0,2,18800,13,8,4,4,100.0,1,14500,36,7.35,450.05,Current,12671.55,2238.41,58.62,25.49,0.0,61.54,True,18,True,False,True,True,False,False,0,True
6.0,CA,RENT,80000.0,11.88,0,1997,2,11,9,27100,14056,0,4,9,0.0,0,3,7600,7,6,3,0,100.0,1,40000,36,11.99,1328.39,Current,35262.66,6761.85,81.82,51.87,0.0,85.71,True,24,True,False,True,True,False,True,0,False
5.0,FL,RENT,45000.0,25.41,0,2007,3,20,14,72097,33160,0,9,14,0.0,0,7,29500,15,12,8,0,95.0,0,16000,36,16.02,562.68,Current,14575.47,2236.48,70.0,45.99,0.0,80.0,True,14,True,False,True,False,False,False,0,False
10.0,CA,RENT,150000.0,9.33,0,2000,0,13,5,55420,38733,0,1,5,0.0,0,2,14100,6,3,3,0,100.0,1,14000,36,9.93,451.29,Current,12610.69,1869.63,38.46,69.89,0.0,50.0,True,21,False,False,True,True,False,False,0,False
1.0,FL,RENT,69000.0,27.74,0,2008,5,23,16,95775,48638,0,11,16,0.0,0,6,26500,14,12,8,0,95.7,0,10000,36,19.42,368.69,Fully Paid,0.0,10447.7809816452,69.57,50.78,0.0,85.71,True,13,True,False,True,False,False,False,0,False
10.0,KY,MORTGAGE,35000.0,23.01,0,1998,0,33,16,185161,86272,0,6,16,0.0,0,9,44700,20,11,10,2,100.0,0,2400,36,7.96,75.17,Current,2221.07,223.39,48.48,46.59,0.0,55.0,True,23,False,False,True,False,False,False,0,True
3.0,CA,MORTGAGE,39000.0,10.83,0,1983,0,13,4,406749,12329,0,0,4,0.0,0,1,17000,9,3,1,2,92.3,0,17000,36,13.59,577.65,Current,15030.26,2875.41,30.77,3.03,0.0,33.33,True,38,False,False,False,False,False,True,0,True
8.0,AR,OWN,90000.0,39.63,0,2010,7,18,10,168002,136103,0,5,10,0.0,0,2,8000,8,7,6,0,100.0,1,24000,36,12.61,804.16,Current,22326.66,2426.96,55.56,81.01,0.0,87.5,True,11,True,False,True,True,False,True,0,True
10.0,TX,RENT,82000.0,7.08,0,2010,6,16,14,32200,10401,0,15,14,0.0,0,10,26700,15,13,11,0,100.0,0,30000,36,16.01,1054.86,Current,28009.85,3137.9,87.5,32.3,0.0,86.67,True,11,True,False,True,False,False,True,0,False
0.0,CA,OWN,27000.0,2.54,0,1999,0,5,3,15600,1364,0,0,3,0.0,0,2,15000,3,3,2,0,100.0,0,3600,36,6.72,110.7,Current,3142.2,552.16,60.0,8.74,0.0,100.0,True,22,False,False,False,False,False,False,0,True
3.0,TX,MORTGAGE,92000.0,25.33,0,2001,1,33,8,260226,51302,0,6,8,0.0,0,2,37200,13,3,2,2,100.0,1,20000,36,6.07,609.08,Current,18468.54,1800.27,24.24,19.71,0.0,23.08,True,20,True,False,True,True,False,False,0,True
6.0,NJ,MORTGAGE,45000.0,23.92,2,1988,0,18,12,360202,82200,0,3,12,0.0,0,4,8300,11,9,9,2,76.5,0,8000,36,15.05,277.52,Current,7091.56,1380.91,66.67,22.82,0.0,81.82,False,33,False,False,True,False,False,False,0,True
1.0,CA,RENT,40000.0,29.72,0,2006,0,20,10,57628,34805,0,2,10,0.0,0,3,23800,10,7,5,0,100.0,0,16000,36,6.07,487.26,Current,14774.84,1450.99,50.0,60.4,0.0,70.0,True,15,False,False,True,False,False,False,0,False
1.0,NC,MORTGAGE,170000.0,22.66,0,1992,2,31,22,349067,101835,305,10,22,0.0,0,11,57200,19,17,12,3,100.0,0,24000,36,13.58,815.38,Current,22350.13,2428.03,70.97,29.17,0.0,89.47,True,29,True,True,True,False,False,False,0,True
5.0,CA,RENT,30000.0,5.68,0,1997,1,13,4,11000,3775,0,1,4,0.0,0,1,6500,7,3,1,0,100.0,0,2000,36,10.42,64.93,Current,1807.25,258.56,30.77,34.32,0.0,42.86,True,24,True,False,True,False,False,False,0,False
3.0,NY,RENT,52500.0,9.73,1,2007,0,8,7,79622,71415,0,2,7,0.0,0,3,4800,6,5,4,0,87.5,0,2000,36,11.98,66.41,Current,1859.35,196.57,87.5,89.69,0.0,83.33,False,14,False,False,True,False,False,False,0,False
8.0,CA,RENT,25000.0,2.78,1,1994,0,23,9,41300,2461,0,5,9,0.0,0,1,29100,17,9,2,0,91.3,0,6500,36,9.43,208.01,Current,6025.5,617.22,39.13,5.96,0.0,52.94,False,27,False,False,True,False,False,False,0,False
6.0,SC,RENT,70000.0,39.07,0,2006,3,33,27,109647,75898,0,12,27,0.0,0,11,25400,24,22,13,0,100.0,0,8000,36,16.02,281.34,Current,7287.73,1107.56,81.82,69.22,0.0,91.67,True,15,True,False,True,False,False,False,0,False
2.0,VA,RENT,125000.0,2.47,0,2012,1,11,6,88500,11361,0,6,6,0.0,0,2,78500,8,5,2,0,100.0,0,25000,60,12.61,563.85,Current,24087.05,1674.04,54.55,12.84,0.0,62.5,True,9,True,False,True,False,False,False,0,False
10.0,CA,MORTGAGE,60000.0,22.92,0,1984,1,29,19,374897,48921,0,8,19,0.0,0,7,35900,21,17,11,1,100.0,0,15000,60,14.07,349.57,Current,14472.78,1088.25,65.52,13.05,0.0,80.95,True,37,True,False,True,False,False,False,0,True
2.0,NC,RENT,100000.0,27.71,0,1986,4,38,17,130869,51510,0,3,17,0.0,0,4,49300,30,12,5,1,89.5,0,35000,36,10.42,1136.27,Current,29736.97,6640.83,44.74,39.36,0.0,40.0,True,35,True,False,True,False,False,False,0,False
3.0,CA,RENT,205000.0,14.04,1,2003,2,27,8,96538,65694,0,4,7,0.0,0,1,4000,11,3,2,3,84.6,1,26000,36,10.42,844.09,Current,22854.22,4205.4,29.63,68.05,0.0,27.27,False,18,True,False,True,True,False,True,0,False
10.0,MI,MORTGAGE,45000.0,11.79,0,2007,1,16,6,105050,16491,0,4,6,0.0,0,3,24900,7,4,3,1,100.0,1,12000,60,17.47,301.28,Current,11614.7,880.55,37.5,15.7,0.0,57.14,True,14,True,False,True,True,False,False,0,True
2.0,CA,RENT,26448.0,30.54,0,2008,1,7,7,36280,27636,0,2,7,0.0,0,1,8000,2,2,2,0,100.0,0,10000,60,10.91,216.98,Current,9358.12,1078.84,100.0,76.17,0.0,100.0,True,13,True,False,True,False,False,True,0,False
10.0,CA,MORTGAGE,90000.0,18.63,0,1997,0,31,13,321900,30997,0,3,13,0.0,0,3,49100,15,11,4,2,100.0,0,15000,36,5.32,451.73,Current,13056.7,2249.78,41.94,9.63,0.0,73.33,True,24,False,False,True,False,False,False,0,True
5.0,NJ,MORTGAGE,80000.0,18.39,0,1993,3,27,14,531782,81876,0,5,14,0.0,0,2,18200,16,9,6,3,74.1,0,14000,60,9.44,293.62,Current,13068.02,1460.76,51.85,15.4,0.0,56.25,True,28,True,False,True,False,False,False,0,True
10.0,GA,MORTGAGE,60000.0,27.84,1,1978,1,22,12,239781,37064,0,2,12,0.0,0,4,26800,12,9,9,6,95.5,0,15000,36,9.44,480.08,Current,13905.19,1432.37,54.55,15.46,0.0,75.0,False,43,True,False,True,False,False,False,0,True
5.0,NY,RENT,60000.0,9.24,0,2011,0,15,7,27540,8770,0,0,7,0.0,0,3,16200,13,6,4,0,93.3,0,10000,36,14.08,342.17,Current,9084.7,1353.04,46.67,31.84,0.0,46.15,True,10,False,False,False,False,False,False,0,False
3.0,WA,RENT,25000.0,14.31,0,1998,1,24,14,33000,6979,0,3,14,0.0,0,4,18200,21,13,6,0,95.7,1,5000,36,7.35,155.19,Current,4369.5,771.87,58.33,21.15,0.0,61.9,True,23,True,False,True,True,False,False,0,False
10.0,GA,RENT,74000.0,14.39,0,2006,1,17,11,90000,29504,0,3,11,0.0,0,3,56200,11,10,5,0,100.0,0,28125,60,12.62,634.48,Current,26395.51,3132.96,64.71,32.78,0.0,90.91,True,15,True,False,True,False,False,False,0,False
10.0,MD,RENT,119568.0,22.04,0,2006,1,21,16,101559,70239,0,7,16,0.0,0,5,9400,14,12,11,0,100.0,0,10000,36,15.04,346.85,Current,9327.09,1023.84,76.19,69.16,0.0,85.71,True,15,True,False,True,False,False,True,0,False
2.0,MA,MORTGAGE,151000.0,15.81,0,1987,3,30,17,160259,77372,0,13,17,0.0,0,4,64400,18,14,6,4,86.7,0,40000,60,10.9,867.71,Current,38473.08,2578.91,56.67,48.28,0.0,77.78,True,34,True,False,True,False,False,False,0,True
6.0,CA,RENT,70000.0,27.6,0,1995,4,22,11,92378,45569,0,2,11,0.0,0,3,26700,7,6,4,0,100.0,0,10000,36,6.72,307.5,Current,9241.27,918.77,50.0,49.33,0.0,85.71,True,26,True,False,True,False,False,False,0,False
4.0,ME,OWN,35000.0,29.12,0,2003,0,34,18,72470,37589,0,3,18,0.0,0,0,19300,13,8,0,0,100.0,0,8000,36,5.32,240.92,Current,6920.52,1207.77,52.94,51.87,0.0,61.54,True,18,False,False,True,False,False,False,0,True
